project_id,span_type,matched_phrase,heading_title,snippet,threshold_extraction_run_at,threshold_llm_run_at
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,Socioeconomics and Environmental Justice,1 2008 3.13.2 Environmental Impacts and Mitigation Measures Issues and Significance Criteria Impacts to socioeconomics would be significant if: • Minority or low-income populations are disproportionately affected by the transmission line rebuild. Impacts of the,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,Issues and Significance Criteria Impacts to socioeconomics would be significant if: • Minority or low-income populations are disproportionately affected by the transmission line rebuild. Impacts of the,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,Transportation,"tained. 3.14.2 Environmental Impacts and Mitigation Measures Issues and Significance Criteria Impacts to transportation would be significant if: • Use of public highways and roads was restricted, resulting in adverse impacts to emergency response capability or ec",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,"Issues and Significance Criteria Impacts to transportation would be significant if: • Use of public highways and roads was restricted, resulting in adverse impacts to emergency response capability or ec",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,Environmental Impacts and Mitigation Measures,3.4.2.1 Issues and Significance Criteria Surface Water Impacts to surface water would be significant if: • Water quality and instream flows are modified by construction or accidental contamination so water users are measura,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,3.4.2.1 Issues and Significance Criteria Surface Water Impacts to surface water would be significant if: • Water quality and instream flows are modified by construction or accidental contamination so water users are measura,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Issues and Significance Criteria,Surface Water Impacts to surface water would be significant if: • Water quality and instream flows are modified by construction or accidental contamination so water users are measura,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,no new access road,Water Resources and Floodplains,"is transmission line. Long-term, adverse, indirect impacts from sedimentation and erosion would be negligible to minor. No new access roads are planned for the BA-LV line. Floodplains The existing transmission line ROWs and access roads cross both designated",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,no new access road,Upland Vegetation,"construction impacts to vegetation from the BA-LV project are similar in type to those described for the LV-YT project. No new access roads, with the possible exception of short spur roads, would be required for the BA-LV line. As noted for the LV-YT area, f",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,"Threatened, Endangered, and Other Special Status Species","sues and Significance Criteria Impacts to proposed, threatened, endangered, candidate, and other special status species would be significant if effects from transmission line construction or maintenance result in either of the following: • A jeopardy Biological O",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,"sues and Significance Criteria Impacts to proposed, threatened, endangered, candidate, and other special status species would be significant if effects from transmission line construction or maintenance result in either of the following: • A jeopardy Biological O",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Issues and Significance Criteria,"Impacts to proposed, threatened, endangered, candidate, and other special status species would be significant if effects from transmission line construction or maintenance result in either of the following: • A jeopardy Biological O",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,Issues and Significance Criteria Impacts to land use would be significant if the Proposed Project or action alternatives: • resulted in the termination or unauthorized change in land uses; • were,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,Socioeconomics and Environmental Justice,1 2008 3.13.2 Environmental Impacts and Mitigation Measures Issues and Significance Criteria Impacts to socioeconomics would be significant if: • Minority or low-income populations are disproportionately affected by the transmission line rebuild. Impacts of the,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,Issues and Significance Criteria Impacts to socioeconomics would be significant if: • Minority or low-income populations are disproportionately affected by the transmission line rebuild. Impacts of the,2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,resource,would be significant if,Transportation,"tained. 3.14.2 Environmental Impacts and Mitigation Measures Issues and Significance Criteria Impacts to transportation would be significant if: • Use of public highways and roads was restricted, resulting in adverse impacts to emergency response capability or ec",2026-07-22T17:34:50.050859+00:00,
a94c8dd2bac25c3c52045291fc2b79f9,condition,would be significant if,Environmental Impacts and Mitigation Measures,"Issues and Significance Criteria Impacts to transportation would be significant if: • Use of public highways and roads was restricted, resulting in adverse impacts to emergency response capability or ec",2026-07-22T17:34:50.050859+00:00,
a9994b79be9b6f1a3ed0f068d2c3935e,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"e BLM Threshold and Response Alternative will not significantly affect the quality of the human environment. Therefore, preparation of an Environmental Impact Statement is not required as per section 102(2)(c) of the National Environmental Policy Act. This finding is based on the BLM’s c",2026-07-22T17:34:50.050859+00:00,
a9cf1ce3df98c22bd714186968ecd497,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"onmental effects meet the definition of significance in context or intensity as described in 40 CFR 1508.27. Therefore, preparation of an Environmental Impact Statement is not required as per section 102 (2) (c) of the National Environmental Policy Act. This finding and conclusion is bas",2026-07-22T17:34:50.050859+00:00,
a9d387c85eb5195818453a45966bfafb,finding,would require an eis,DECISION,"27, I have determined that the proposed action would not have a significant effect on the human environment; therefore, preparation of an environmental impact statement is not necessary. RATIONALE Context The proposed radar is a site-specific action, so the adverse effects will only affe",2026-07-22T17:34:50.050859+00:00,
aa72b52205d0e55988086803224373ba,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pro",2026-07-22T17:34:50.050859+00:00,
ab8a9c656bc97da0dc3337ac3a23d0ea,resource,not to exceed,Wildlife,"ildlife in general, we recommended the following impact avoidance measures: • Establish a construction area speed limit not to exceed 15 miles per hour to avoid vehicle/wildlife collisions (slow vehicle speeds should allow even very small animals to mov",2026-07-22T17:34:50.050859+00:00,
ac7c40ac15a4d9d43cd03b0fa8283622,resource,would require an eis,Social and Economic Values,"ition of ""effects"" (Sec. 1508.8)). This means that economic or social effects are not intended by themselves to require preparation of an environmental impact statement. When an environmental impact statement is prepared and economic or social and natural or physical environmental effect",2026-07-22T17:34:50.050859+00:00,
ac7c40ac15a4d9d43cd03b0fa8283622,resource,would require an eis,Social and Economic Values,"nition of ""effects"" (Sec. 1508.8). This means that economic or social effects are not intended by themselves to require preparation of an environmental impact statement. When an environmental impact statement is prepared and economic or social and natural or physical environmental effect",2026-07-22T17:34:50.050859+00:00,
aca915cdc0223c720acffcb04acb5279,resource,would be significant if,SOCIOECONOMICS,nd resource evaluated. Table 4-1: Impact Significance Thresholds Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions,2026-07-22T17:34:50.050859+00:00,
aca915cdc0223c720acffcb04acb5279,resource,would require an eis,SOCIOECONOMICS,"This EA was prepared to determine whether the proposed project could cause significant impacts, which would require the preparation of an Environmental Impact Statement (40 CFR 1508.9), or, whether a Finding of No Significant Impact can be issued for the Proposed Action. Table 4.1 provid",2026-07-22T17:34:50.050859+00:00,
aca915cdc0223c720acffcb04acb5279,finding,would be significant if,ENVIRONMENTAL CONSEQUENCES,nd resource evaluated. Table 4-1: Impact Significance Thresholds Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions,2026-07-22T17:34:50.050859+00:00,
aca915cdc0223c720acffcb04acb5279,finding,would require an eis,ENVIRONMENTAL CONSEQUENCES,"This EA was prepared to determine whether the proposed project could cause significant impacts, which would require the preparation of an Environmental Impact Statement (40 CFR 1508.9), or, whether a Finding of No Significant Impact can be issued for the Proposed Action. Table 4.1 provid",2026-07-22T17:34:50.050859+00:00,
aca915cdc0223c720acffcb04acb5279,resource,would be significant if,Vegetation,previous applications. Environment al Consequences 4-2 May 2010 Resource Area Impact Significance Thresholds An impact would be significant if it EXCEEDS the following conditions,2026-07-22T17:34:50.050859+00:00,
ae4f40eb9c900cd44b20dc83c1e1cdb1,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"M has determined the selected action will not have significant adverse effects on the human environment. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required as per Section 102(2) of NEPA. A detailed analysis of the potential impacts can be found in Chapt",2026-07-22T17:34:50.050859+00:00,
af5128420ead4a42eef0b53470d522af,finding,would require an eis,Finding of No Significant Impact,"ity of the human environment within the meaning of the National Environmental Policy Act of 1969 (NEPA). Therefore, the preparation of an Environmental Impact Statement (EIS) is not required. ADDRESSES AND FURTHER INFORMATION: A single copy of the EA and further information about the pro",2026-07-22T17:34:50.050859+00:00,
af949be81c2c3d1539216fed281f94f3,finding,would require an eis,Finding of No Significant Impact,"be issued by the Joint Lead Agencies. During the EA process, if it is determined that there may be significant impacts, preparation of an Environmental Impact Statement (EIS) would be necessary prior to Proposed Action implementation. The Joint Lead Agencies will use this EA to satisfy d",2026-07-22T17:34:50.050859+00:00,
af949be81c2c3d1539216fed281f94f3,finding,would require an eis,Mitigation,"be issued by the Joint Lead Agencies. During the EA process, if it is determined that there may be significant impacts, preparation of an Environmental Impact Statement (EIS) would be necessary prior to Proposed Action implementation. The Joint Lead Agencies will use this EA to satisfy d",2026-07-22T17:34:50.050859+00:00,
af949be81c2c3d1539216fed281f94f3,condition,would require an eis,Mitigation,"be issued by the Joint Lead Agencies. During the EA process, if it is determined that there may be significant impacts, preparation of an Environmental Impact Statement (EIS) would be necessary prior to Proposed Action implementation. The Joint Lead Agencies will use this EA to satisfy d",2026-07-22T17:34:50.050859+00:00,
b02a16f95acce73c963a52aaaf66e447,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"tallation and removal actions. No long-term impacts related to the operation of a PV system were identified. Therefore, preparation of an Environmental Impact Statement is not required, and LM is issuing this FONSI. Copies of the EA and FONSI are available through the following contact:",2026-07-22T17:34:50.050859+00:00,
b04884736d2ca43e95f588e36a4e032f,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"d action (Section 6.1 of the EA) will not have a significant effect on the quality of the human environment. Therefore, preparation of an environmental impact statement is not required. As described and analyzed in the EA, no environmental effects meet the definition of significance as d",2026-07-22T17:34:50.050859+00:00,
b07b0675e3dd2fc8874979efc0fa891e,resource,not to exceed,Affected Environment,", “Radiation Protection of the Public and the Environment,” establishes the public dose limit at a total effective dose not to exceed 100 mrem/yr above background radiation levels.",2026-07-22T17:34:50.050859+00:00,
b0863b6e715b5c0e6bc8be97ffd3c034,finding,would require an eis,Finding of No Significant Impact,purpose of this EA is to provide agency decision-makers with sufficient information and analysis to select between the preparation of an Environmental Impact Statement (EIS) or the issuance of a Finding of No Significant Impact (FONSI) for the proposed action. The proposed action includ,2026-07-22T17:34:50.050859+00:00,
b0a30d5655ac9bae8015f9774d49d701,resource,not to exceed,Affected Environment,ermit #ID11012016-Up to 100 head each herd (4 herds/4 days) or 400 Head (1 herd/1 day) trailing within the trail period not to exceed 13 AUMs/period.,2026-07-22T17:34:50.050859+00:00,
b0d9e37da6f3c08079f006d55824ada7,resource,would require an eis,Traffic and Transportation,"sources or environments. Mitigation is required for significant impacts under CEQA. In addition, in order to forego the preparation of an Environmental Impact Statement (EIS) under NEPA notwithstanding the potential for a project to have adverse impacts, a federal agency must find that t",2026-07-22T17:34:50.050859+00:00,
b0d9e37da6f3c08079f006d55824ada7,resource,would require an eis,Mitigation Measures,"sources or environments. Mitigation is required for significant impacts under CEQA. In addition, in order to forego the preparation of an Environmental Impact Statement (EIS) under NEPA notwithstanding the potential for a project to have adverse impacts, a federal agency must find that t",2026-07-22T17:34:50.050859+00:00,
b0d9e37da6f3c08079f006d55824ada7,condition,would require an eis,Mitigation Measures,"sources or environments. Mitigation is required for significant impacts under CEQA. In addition, in order to forego the preparation of an Environmental Impact Statement (EIS) under NEPA notwithstanding the potential for a project to have adverse impacts, a federal agency must find that t",2026-07-22T17:34:50.050859+00:00,
b1068ca555977e172f4047b3c64849a0,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"he attached environmental assessment, I have determined that impacts are not expected to be significant. Therefore, the preparation of an environmental impact statement is not required. DECISION RECORD It is my decision to approve the proposed action from the Trail and Trailhead Parking",2026-07-22T17:34:50.050859+00:00,
b1068ca555977e172f4047b3c64849a0,finding,not to exceed,FINDING OF NO SIGNIFICANT IMPACT,"BLM signs similar to those already found at Meadowood, and sized for visibility on the road which the site is located, not to exceed 4 feet high by 8 feet wide. There would also be a wood oak board fence similar to those existing at Meadowood around ea",2026-07-22T17:34:50.050859+00:00,
b110f13c9443366c27439b1bf3d53467,condition,not to exceed,Mitigation Measures and Adaptive Management,"he project annually. The TAC may review the curtailment applied and recommend a different combination of hours per day, not to exceed 112 total hours (i.e., eight hours per day for 14 days) per year. PHASE II MITIGATION Birds Turbine Shutdowns An additi",2026-07-22T17:34:50.050859+00:00,
b110f13c9443366c27439b1bf3d53467,condition,not to exceed,Mitigation,"he project annually. The TAC may review the curtailment applied and recommend a different combination of hours per day, not to exceed 112 total hours (i.e., eight hours per day for 14 days) per year. PHASE II MITIGATION Birds Turbine Shutdowns An additi",2026-07-22T17:34:50.050859+00:00,
b1c49ecf105b965ad3554ecdefe5639f,finding,would require an eis,Finding of No Significant Impact,"r Federal action that significantly affects the quality of the human environment within the meaning of NEPA. Therefore, preparation of an environmental impact statement (EIS) is not required. ADDRESS: The LPF Final EA and this Finding of No Significant Impact (FONSI) have been prepared a",2026-07-22T17:34:50.050859+00:00,
b205082bad97e2f5be44a6316f213370,finding,would require an eis,Finding of No Significant Impact,"al action significantly affecting human health and the human environment within the meaning of the NEPA. Therefore, the preparation of an environmental impact statement is not required and DOE is issuing this Finding of No significant Impact (FONSI). PUBLIC AVAILABILITY AND CONTACT INFOR",2026-07-22T17:34:50.050859+00:00,
b2313461db26eed79e68ec6705bee158,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pro",2026-07-22T17:34:50.050859+00:00,
b23391bef84d9dac16d7c7e2a31843cc,finding,would require an eis,FINDING OF No SIGNIFICANT IMPACT,"ithin the meaning of the National Environmental Policy Act (NEPA) of 1969,42 United States Code 4321 et seq. Therefore, preparation of an Environmental Impact Statement is not required, and DOE is issuing this FONSI. COPIES OF THE EA ARE AVAILABLE FROM: Mr. EliasJ. George National Energy",2026-07-22T17:34:50.050859+00:00,
b24120108c7c0996682f963aaec263b5,finding,would require an eis,Finding of No Significant Impact,"tensity as defined in 40 CFR 1508.27 and do not exceed those effects described in applicable land use plans. Therefore, preparation of an environmental impact statement (EIS) to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the NEPA of 1969. This deter",2026-07-22T17:34:50.050859+00:00,
b266deeb90c670f7d198a62f0b861879,finding,would require an eis,Finding of No Significant Impact,"lementation will not significantly affect the quality of the human environment. Accordingly, I have determined that the preparation of an Environmental Impact Statement is not necessary for this proposal. APPROVED: //Signed// Kenneth J. Crane 2/24/2020 Kenneth J. Crane Field Manager Burl",2026-07-22T17:34:50.050859+00:00,
b2f4e70220fa301e37afaec68ac41687,finding,would require an eis,Decision to be Made,"r will determine whether the impacts of the Proposed Action described in the analysis are significant and would require preparation of an environmental impact statement (EIS). If the authorized officer determined that the impacts are not significant, this analysis will help inform the de",2026-07-22T17:34:50.050859+00:00,
b3fb24cd29523ecc557357e2ab363622,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"t, individually and cumulatively, do not exceed those impacts described in the GCPNM RMP (EA BLM 2008a). Therefore, the preparation of an Environmental Impact Statement is not required as per Section 102 (2) of NEPA. This finding and conclusion is based on the consideration of the Counci",2026-07-22T17:34:50.050859+00:00,
b4521468d60e4abcdac264c98c4939ab,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"t the quality of the human environment, individually or cumulatively with other actions in the general area. Therefore, preparation of an environmental impact statement is not needed to support implementation of the Proposed Action. Andrew Laca Uncompahgre Field Manger ANDREW LACA Digita",2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,resource,no new access road,Vegetation,"le Mitigation There would be no direct impact to wetlands from the proposed project as all wetland would be spanned and no new access roads are planned S l i g h t , short-term impacts could o c c u r from s o i l distufbance caused by vehicular activity, bu",2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,resource,no new access road,Affected Environment,"le Mitigation There would be no direct impact to wetlands from the proposed project as all wetland would be spanned and no new access roads are planned S l i g h t , short-term impacts could o c c u r from s o i l distufbance caused by vehicular activity, bu",2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,finding,no new access road,Environmental Consequences,cteristics or create the potential for greater loss of property or life during flooding. No clearing would be required. No new access roads or structures would be needed because existing access roads would be used to carry linemen to the tower sites. At pull,2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,resource,no new access road,CULTURAL RESOURCES,sts of a right-of-way 3 . meters (125 feet) wide that dehes the Hot Springs-Garrison 230-kV transmission line corridor. No new access road construction is planned as part of this project as only existing road access will be utilized during construction. Visu,2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,resource,no new access road,Affected Environment,sts of a right-of-way 3 . meters (125 feet) wide that dehes the Hot Springs-Garrison 230-kV transmission line corridor. No new access road construction is planned as part of this project as only existing road access will be utilized during construction. Visu,2026-07-22T17:34:50.050859+00:00,
b6695df8b2124a867581ea72418be63f,resource,no new access road,Wildlife,"aced on the line. There would be no change in appearance or amount of wire from the existing situation in those places. No new access roads would be built, and no vegitation clearing needed. No herbicides or other chemicals would be used. The length of time",2026-07-22T17:34:50.050859+00:00,
b700ea2892bd47fd9e7c8b7d40ed8404,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,in no significant effects to the environment under the criteria in 40 Code of Federal Regulations 1508.18 and 1508.27. Preparation of an Environmental Impact Statement to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental Policy,2026-07-22T17:34:50.050859+00:00,
b700ea2892bd47fd9e7c8b7d40ed8404,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,in no significant effects to the environment under the criteria in 40 Code of Federal Regulations 1508.18 and 1508.27. Preparation of an Environmental Impact Statement to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental Policy,2026-07-22T17:34:50.050859+00:00,
b7bd577cc7b50b95a1647faef142298b,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,significant impacts to the environment under the criteria in Title 40 Code of Federal Regulations 1508.18 and 1508.27. Preparation of an Environmental Impact Statement to further analyze possible impacts is not required pursuant to Section 102(2)(c) of the National Environmental Policy,2026-07-22T17:34:50.050859+00:00,
b7df31da5fc4132231a2f1c517b73530,finding,would require an eis,Finding of No Significant Impact,"ironment, within the meaning of the National""Environmenta1 Pdicy Act of 1969 (NEPA), 42 U.S.C. 4321 st.. Therefore, the preparation of an environmental impact statement is not required and the DOE is issuing this Finding of N o Significant Impact (FONSI). SINGLE COPIES OF THE EA AND FONS",2026-07-22T17:34:50.050859+00:00,
b7df31da5fc4132231a2f1c517b73530,resource,not to exceed,Affected Environment,"rage Capabilities (Hazardous Waste Operating Permit No. H052-228925) 6 B-25 boxes or 48 55-gallon drums, or combination not to exceed allowed volume. 4,038 gallons Non-liquid reactive wastes and lab pack wastes. Liquids must be in lab pack drums. Miscel",2026-07-22T17:34:50.050859+00:00,
b80dfba0e74c5b6d49d57bb8a189ff2c,finding,would require an eis,Finding of No Significant Impact,"d to the context and the intensity of impacts analyzed in the EA. Accordingly, the proposed action does not require the preparation of an environmental impact statement. For questions about this FONSI or the Final EA, please contact: Whitney Donoghue NEPA Document Manager U.S. Department",2026-07-22T17:34:50.050859+00:00,
b997a6a9c102f386ea383a12150b4fd3,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an Environmental Impact Statement is not required, and BPA is issuing this Finding of No Significant Impact (FONSI) for the proposed action. Comments rec",2026-07-22T17:34:50.050859+00:00,
bad506d5cd3d0946199e3d503cb8d25a,finding,would require an eis,Finding of No Significant Impact,"cantly affect the quality of the physical, biological, or human environment, within the meaning of NEPA. Therefore, the preparation of an Environmental Impact Statement is not required, and DOE is issuing this Finding of No Significant Impact (FONSI). ALTERNATIVES CONSIDERED:",2026-07-22T17:34:50.050859+00:00,
bad506d5cd3d0946199e3d503cb8d25a,finding,would require an eis,Finding of No Significant Impact,"cantly affect the quality of the physical, biological, or human environment, within the meaning of NEPA. Therefore, the preparation of an Environmental Impact Statement is not required, and DOE is issuing this FONS!. ,<lt:1 Issued in Pittsburgh, Pennsylvania on this~ day of May, 2018. Se",2026-07-22T17:34:50.050859+00:00,
bad8580e8ed02d3ae08b09434e928ee3,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"UMaine’s proposed project, will not significantly affect the quality of the human and natural environment and that the preparation of an Environmental Impact Statement is not required. This finding and decision is based on the consideration of DOE’s NEPA implementing regulations (10 CFR",2026-07-22T17:34:50.050859+00:00,
baef8a55ec4b0851be04bf7a9a745193,finding,would require an eis,Finding of No Significant Impact,"is to determine if a proposed action will have a significant impact on the human environment and therefore require the preparation of an Environmental Impact Statement (EIS). As defined in 40 CFR 1508.13, a Finding of No Significant Impact (FONSI) is a document that briefly presents the",2026-07-22T17:34:50.050859+00:00,
bb028d79d3a35c6eca09ba2577c0634d,finding,would require an eis,Finding of No Significant Impact,mendation: It is recommended that the authorization be approved as described in the applicant's Plan of Operations. The preparation of an Environmental Impact Statement is not recommended. Page 6 of 6 The Right-of-Way will be approved under the authority of 43 Code of Federal Regulations,2026-07-22T17:34:50.050859+00:00,
bb4186770676398ec8143f4da2955ec7,finding,would require an eis,Finding of No Significant Impact,"ning of the National Environmental Policy Act (NEPA) of 1969 (42 United States Code [USC] 4321 et seq.). Therefore, the preparation of an environmental impact statement (EIS) is not required, and BPA is issuing this Finding of No Significant Impact (FONSI) for the Proposed Action. The Pr",2026-07-22T17:34:50.050859+00:00,
bc236a41400112885cf8f20104347eeb,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"ral action significantly affecting the quality of the human environment within the jurisdiction of NEPA; therefore, the preparation of an Environmental Impact Statement is not required, and WAPA is issuing this FONSI. The Final EA is approved concurrently with this FONSI. FOR FURTHER INF",2026-07-22T17:34:50.050859+00:00,
bc29a438f0f1a00bb6e88b44d2e3dc6d,finding,would require an eis,FINDING OF NO SIGNIFICANT IMPACT,"incorporated into a Mitigation Action Plan. Therefore, in accordance with 10 CFR Part 1021.322, DOE has concluded that preparation of an Environmental Impact Statement is not required, and DOE is issuing this FONSI. COPIES OF THE EA ARE AVAILABLE FROM: Mr. Lloyd Lorenzi, Jr. National En",2026-07-22T17:34:50.050859+00:00,
bc2a07ff388efdf538d49da13859870b,resource,would require an eis,Aesthetics,otection Division water withdrawal permit and U. S. Army Corps of Engineers Clean Water Section 404 wetland permit. The preparation of an environmental impact statement is not required and DOE is issuing this Finding of No Significant Impact. Copies ofthe Final SEA are available at the D,2026-07-22T17:34:50.050859+00:00,
bd9809fef18c518ed2a73a90efee6bc7,finding,would require an eis,Finding of No Significant Impact,ication for Permit to Drill (APD) and Sundry Notice be approved as described in the applicant's Plan of Operations. The preparation of an Environmental Impact Statement is not recommended. Applications for Permits to Drill and Sundry Notice will be approved under the authority of 43 Code,2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Mitigation Action Plan,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Marion County Comprehensive Plans and Ordinances,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Mitigation Action Plan,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Marion County Comprehensive Plans and Ordinances,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Mitigation Action Plan,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Marion County Comprehensive Plans and Ordinances,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Mitigation Action Plan,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Marion County Comprehensive Plans and Ordinances,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Mitigation Action Plan,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
bdc9fd5e6406ae33405b3dcfdc557691,condition,would require an eis,Marion County Comprehensive Plans and Ordinances,"ty of the human environment, within the meaning of the National Environmental Policy Act (NEPA) of 1969. Therefore, the preparation of an Environmental Impact Statement (EIS) is not required and BPA is issuing this FONSI. A Floodplain Statement of Findings is also included. Copies: For c",2026-07-22T17:34:50.050859+00:00,
